Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,99861,101068,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,12.52%,9707,8481,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,98119,99332,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,12.48%,7949,6727,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,29961,28988,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,10.02%,7072,6091,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,37578,38516,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,9.65%,5542,4597,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,14561,14996,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.45%,9718,9283,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,14571,14996,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.35%,8828,8403,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,14571,14996,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.35%,7950,7525,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,88543,88976,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.49%,8834,8395,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,88543,88976,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.49%,7956,7517,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,88550,88976,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.42%,9707,9275,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,74454,74028,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.37%,9703,9276,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,74453,74028,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.36%,7944,7518,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,74453,74028,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.36%,8822,8396,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,100723,101068,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.54%,9707,9361,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,14571,14919,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.55%,7072,6725,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,74453,74124,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.42%,7066,6732,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,98119,98471,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.54%,7071,6725,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,29968,29617,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.62%,9715,9361,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,29961,29617,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.55%,7950,7603,117846
19_d8b72ae0-f6db-4018-a5ea-6436d7fb06a5,29961,29617,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.55%,8828,8481,117846
19_d8bf57cd-cb73-4aeb-9d3f-be048ed9b0f1,7097,6762,LmxM.23_left_10kb - bases 201 - 10000,3.45%,338,1,7097
19_d8c680f4-9e9c-4d1a-82c8-e722f92a3948,14316,4619,LmxM.28_left_10kb - bases 201 - 10000,100.00%,9800,1,59369
19_d8e7ef4d-89f1-4f79-b2f0-e3956d5b090d,72,881,LmxM.01_left_10kb - bases 201 - 10000,8.46%,837,9,1173
19_d8e675f9-8c61-4d64-99bd-275633ed7588,24557,24842,LmxM.01_left_10kb - bases 201 - 10000,2.97%,9641,9351,100366
19_d8e675f9-8c61-4d64-99bd-275633ed7588,99767,99935,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.77%,173,1,100366
19_d9b8d74f-9b88-49e1-ae5a-7c6823db109f,71,5460,LmxM.24_left_10kb - bases 201 - 10000,55.44%,5433,1,6699
19_d10c7159-71f4-4b31-9384-768af34fe606,86,6601,LmxM.23_left_10kb - bases 201 - 10000,66.95%,6561,1,10774
19_d10c7159-71f4-4b31-9384-768af34fe606,6517,6687,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.73%,173,4,10774
19_d10c7159-71f4-4b31-9384-768af34fe606,6514,6687,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.78%,174,1,10774
19_d15b347f-5fdb-476f-aa64-4415eeff2002,74,7269,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,74.02%,7254,1,7706
19_d016c01d-e728-4356-a4a7-d5b75f0ba61f,1723,1543,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,19762
19_d016c01d-e728-4356-a4a7-d5b75f0ba61f,1703,1470,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,19762
19_d25b6073-ca53-4f45-b065-75a374cdd4e4,38607,48290,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,49369
19_d34a26f5-b7d0-4774-91d7-15e06f7c28b2,3349,987,LmxM.24_left_10kb - bases 201 - 10000,24.33%,2384,1,3416
19_d47c7cef-1749-4932-9fc5-14d46ecba32d,67587,67755,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.69%,175,10,68711
19_d52d1145-38fb-4f64-b170-03653ba16694,59112,68859,LmxM.07_left_10kb - bases 201 - 10000,100.00%,9800,1,69699
19_d59a96ae-9654-417c-999d-fe048b06d6f8,69,1503,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,14.76%,1451,6,2271
19_d61ee68d-c7e9-4bbf-a496-142eb4cceb93,4389,328,LmxM.05_left_10kb - bases 201 - 10000,42.71%,4186,1,4389
19_d64c172e-de4a-4cf1-a78e-5b35358ad2bf,990,10581,LmxM.27_left_10kb - bases 201 - 10000,100.00%,9800,1,13794
19_d68d6bca-d3d5-49c7-91c2-0fc1e6fa61dc,70,4044,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,40.92%,4010,1,4618
19_d69e283e-1d42-4149-b5d0-6f23614b4d77,9341,9499,LmxM.19_left_10kb - bases 201 - 10000,1.62%,159,1,9786
19_d69e283e-1d42-4149-b5d0-6f23614b4d77,9354,9558,LmxM.27_left_10kb - bases 201 - 10000,2.06%,202,1,9786
19_d69e283e-1d42-4149-b5d0-6f23614b4d77,9354,9528,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,9786
19_d69e283e-1d42-4149-b5d0-6f23614b4d77,9355,9601,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.51%,246,1,9786
19_d69e283e-1d42-4149-b5d0-6f23614b4d77,77,9526,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,96.83%,9489,1,9786
19_d84f3749-8014-4dbb-91e8-5b6a93d3e47b,1814,11498,LmxM.27_left_10kb - bases 201 - 10000,100.00%,9800,1,18114
19_d87df508-54a9-4dfa-95a9-a81a3258f87d,14465,24163,LmxM.24_left_10kb - bases 201 - 10000,99.94%,9800,7,24379
19_d209e02c-17f3-40b9-9d65-051ab07e0a9c,30807,31007,LmxM.27_left_10kb - bases 201 - 10000,2.06%,202,1,31596
19_d261dcea-53a6-4e5e-a92e-d74548b9952a,119089,119255,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,120221
19_d266be21-b5f4-4a12-abf1-54c708ffe20a,28362,38095,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,99.98%,9800,3,42424
19_d309d757-ac66-4577-a203-be97102da7fa,11902,4831,LmxM.14_left_10kb - bases 201 - 10000,72.74%,7129,1,11908
19_d908de6d-fe97-416c-ae01-74d0fe4132b5,1532,11197,LmxM.13_left_10kb - bases 201 - 10000,100.00%,9800,1,12013
19_d937d044-bd29-42f4-b24c-fac3116f028a,8538,631,LmxM.01_left_10kb - bases 201 - 10000,82.56%,8091,1,8540
19_d2697e1c-20ba-4f87-9194-4b2a42fedc11,803,713,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,15918
19_d5002a08-a5c3-456a-851d-560f8f4f911c,65725,75464,LmxM.01_left_10kb - bases 201 - 10000,100.00%,9800,1,75618
19_d7339e2e-32a2-48e6-9371-47848544999d,933,773,LmxM.19_left_10kb - bases 201 - 10000,1.64%,161,1,6494
19_d7339e2e-32a2-48e6-9371-47848544999d,937,715,LmxM.27_left_10kb - bases 201 - 10000,2.27%,223,2,6494
19_d7339e2e-32a2-48e6-9371-47848544999d,934,746,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.93%,189,1,6494
19_d9880fc6-67b9-432f-bec5-d1a5a03fea4c,6741,6831,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,8603
19_d9880fc6-67b9-432f-bec5-d1a5a03fea4c,6741,6937,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,8603
19_d10202dc-a970-4ac9-ac7c-043601281913,9933,339,LmxM.14_left_10kb - bases 201 - 10000,100.00%,9800,1,26784
19_d16185e5-90b1-4ecb-a226-8ad9daadea5c,21251,30995,LmxM.27_left_10kb - bases 201 - 10000,100.00%,9800,1,32661
19_d16185e5-90b1-4ecb-a226-8ad9daadea5c,30794,30962,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.72%,173,5,32661
19_d27817b5-1fb4-4da0-89ec-9b48e4a8e9c9,10201,461,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,21300
19_d59101da-79e8-42e2-a3ff-1c65eead08f0,53042,53231,LmxM.27_left_10kb - bases 201 - 10000,1.94%,190,1,55403
19_d91206ab-5e95-4fb9-ad6e-857be5762567,2713,2595,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,10974
19_d91206ab-5e95-4fb9-ad6e-857be5762567,2712,2515,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,10974
19_d91206ab-5e95-4fb9-ad6e-857be5762567,2713,2478,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.52%,247,1,10974
19_d293954c-f4c7-4826-ab0e-ac50c252bdca,11892,21509,LmxM.05_left_10kb - bases 201 - 10000,99.98%,9800,3,22018
19_d3081468-95db-405e-901f-26ff9e284813,12970,3367,LmxM.14_left_10kb - bases 201 - 10000,100.00%,9800,1,30769
19_d4311040-65bd-4904-b035-9e1cb1ae1c0b,822,732,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,13788
19_d4311040-65bd-4904-b035-9e1cb1ae1c0b,822,626,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,13788
19_d5696593-325a-4294-b592-879ed887fc2e,2796,2963,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,3726
19_d5772652-451d-4a48-972c-3f8c2b2e7409,9916,9681,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.37%,234,3,59636
19_d6281332-206a-4a2a-a125-ef586b190750,27900,28057,LmxM.19_left_10kb - bases 201 - 10000,1.64%,161,1,28733
19_d6281332-206a-4a2a-a125-ef586b190750,27899,28084,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.93%,189,1,28733
19_d6451821-5c1f-4034-978f-284c9cdc0bf3,82,9786,LmxM.07_left_10kb - bases 201 - 10000,100.00%,9800,1,11769
19_da48e0de-d19c-418f-acd7-8ca6d3518650,4864,5056,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.96%,193,2,5277
19_da48e0de-d19c-418f-acd7-8ca6d3518650,4885,5054,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.77%,173,1,5277
19_da186afe-232d-4405-a679-a60f2e6e5dab,917,10605,LmxM.33_left_10kb - bases 201 - 10000,99.89%,9800,12,11992
19_da186afe-232d-4405-a679-a60f2e6e5dab,10019,9681,LmxM.33_left_10kb - bases 201 - 10000,3.41%,4343,4010,11992
19_da186afe-232d-4405-a679-a60f2e6e5dab,1804,2092,LmxM.33_left_10kb - bases 201 - 10000,2.92%,4313,4028,11992
19_da186afe-232d-4405-a679-a60f2e6e5dab,9988,9693,LmxM.33_left_10kb - bases 201 - 10000,2.99%,8898,8606,11992
19_da186afe-232d-4405-a679-a60f2e6e5dab,2090,1804,LmxM.33_left_10kb - bases 201 - 10000,2.90%,910,627,11992
19_da186afe-232d-4405-a679-a60f2e6e5dab,6323,6613,LmxM.33_left_10kb - bases 201 - 10000,2.96%,8898,8609,11992
19_da186afe-232d-4405-a679-a60f2e6e5dab,6588,6296,LmxM.33_left_10kb - bases 201 - 10000,3.01%,891,597,11992
19_da482297-0b2c-42f4-ad3a-425626f1024e,4037,4236,LmxM.27_left_10kb - bases 201 - 10000,2.04%,202,3,5067
19_da653227-9969-4bff-b91b-c9b184dab164,1616,1706,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,9798
19_da653227-9969-4bff-b91b-c9b184dab164,1614,1734,LmxM.12_left_10kb - bases 201 - 10000,1.23%,122,2,9798
19_da653227-9969-4bff-b91b-c9b184dab164,1616,1814,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,9798
19_dabb5050-33bf-45cd-8f7a-85563c06a458,691,502,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.96%,193,2,9849
19_dabb5050-33bf-45cd-8f7a-85563c06a458,684,504,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.90%,186,1,9849
19_db57e1cf-6326-4c5f-b410-939e8e8bd9f4,3999,241,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,38.55%,3778,1,4002
19_db57e1cf-6326-4c5f-b410-939e8e8bd9f4,401,175,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.30%,231,7,4002
19_db789441-f791-4337-afdd-ef752a04a08f,75427,75764,LmxM.19_left_10kb - bases 201 - 10000,3.45%,5472,5135,88698
19_db789441-f791-4337-afdd-ef752a04a08f,75427,75764,LmxM.19_left_10kb - bases 201 - 10000,3.45%,7184,6847,88698
19_db789441-f791-4337-afdd-ef752a04a08f,75427,75764,LmxM.19_left_10kb - bases 201 - 10000,3.46%,6329,5991,88698
19_db789441-f791-4337-afdd-ef752a04a08f,34827,25113,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.96%,9800,5,88698
19_dba6e56b-c526-4290-ac7a-23b0aa69141d,4683,857,LmxM.13_left_10kb - bases 201 - 10000,40.56%,3975,1,4683
19_dbcf11af-5d8d-4652-a05e-026ec70e6a3f,1016,1106,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,8273
19_dbcf11af-5d8d-4652-a05e-026ec70e6a3f,1016,1213,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,8273
19_dbf11dc8-600c-4b49-9c9c-d1567402a1ab,14505,14348,LmxM.33_left_10kb - bases 201 - 10000,1.64%,4346,4186,53412
19_dc6e4bf5-844e-456a-8d34-ba52925dacf5,6104,4783,LmxM.23_left_10kb - bases 201 - 10000,13.68%,1341,1,6149
19_dc09d48f-0eed-4cb0-abab-b9b5e55b20f0,70,2526,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,25.29%,2488,11,3396
19_dc09d48f-0eed-4cb0-abab-b9b5e55b20f0,2378,2604,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.32%,231,5,3396
19_dc72d9d1-4c96-4480-a2c5-ea6f0266d56d,54972,55147,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.82%,193,16,55352
19_dc410cf4-8cb5-4c55-89f2-43284b068fb4,10114,458,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,52417
19_dc856646-ffbf-488e-a35b-b506e0df0876,831,592,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.47%,246,5,42929
19_dc856646-ffbf-488e-a35b-b506e0df0876,10351,661,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,42929
19_dcef4806-64ad-4435-922e-f33b9ad656bb,72543,72968,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.35%,2670,2245,146852
19_dd05cdc7-4d38-4e72-bdbc-783bff50479a,2800,560,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,23.69%,2322,1,2800
19_dd6d71c5-ea20-47cd-88ce-f199ac4ff41b,11099,1432,LmxM.05_left_10kb - bases 201 - 10000,100.00%,9800,1,70477
19_dd9310e6-c346-4b8d-a45d-85c77ea9a71c,12088,2319,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,13090
19_ddd41fec-4b7f-4bb3-b4e6-087acfd141c2,73,8265,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,84.23%,8255,1,14310
19_ddd64c05-c547-4ea0-b5c0-66dad69e5e3d,78,2173,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,21.96%,2152,1,8209
19_de2ca862-8d8b-429b-9f59-c83efe7af50a,72,1981,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,20.00%,1960,1,2868
19_de3d377a-d964-4a3e-81ae-2d24a0109789,14408,14498,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,14797
19_de3d377a-d964-4a3e-81ae-2d24a0109789,14407,14526,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,14797
19_de3d377a-d964-4a3e-81ae-2d24a0109789,14408,14550,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,14797
19_de3d377a-d964-4a3e-81ae-2d24a0109789,14408,14606,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,14797
19_de3d377a-d964-4a3e-81ae-2d24a0109789,14408,14573,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,14797
19_de5dc300-1c01-4ac8-9058-b989215b755e,1897,11651,LmxM.27_left_10kb - bases 201 - 10000,99.99%,9799,1,14876
19_de7be2b7-6efb-44fe-9cca-c202b083f48a,7068,3459,LmxM.24_left_10kb - bases 201 - 10000,37.84%,3714,7,7129
19_deefc83f-08fd-4d78-81ed-e2f57c0947db,69,4564,LmxM.12_left_10kb - bases 201 - 10000,46.43%,4550,1,15996
19_df03ee23-eebe-427c-a971-d381a56982d6,1152,641,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,5.26%,515,1,1159
19_df03ee23-eebe-427c-a971-d381a56982d6,813,573,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.47%,246,5,1159
19_df37a7a5-2e16-4d09-956b-c277553dc652,60735,60906,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.77%,173,1,65794
19_df37a7a5-2e16-4d09-956b-c277553dc652,52948,60847,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.71%,8106,1,65794
19_df59ff8a-c9c6-4068-bef4-fcc6f962d244,2552,2741,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.96%,193,2,3158
19_df79de14-3be8-4f45-9361-aed9093a3ee3,414,246,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,3810
19_df8825dc-b0ae-4378-96d9-461833cb0c2a,38181,38271,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,51060
19_df8825dc-b0ae-4378-96d9-461833cb0c2a,38181,38378,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,51060
19_df8825dc-b0ae-4378-96d9-461833cb0c2a,2818,3243,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.53%,2667,2224,51060
19_dfd78217-d869-441c-bcfc-06729226a525,1214,1098,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.20%,118,1,3578
19_dfd78217-d869-441c-bcfc-06729226a525,3552,1157,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,24.64%,2415,1,3578
19_dffb0aff-d24b-4477-a5b1-1f9ebdf3ab55,2418,2809,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,4.04%,2662,2267,12805
19_e0a7e0e0-43b4-4f69-bd90-201a6cf9cd5e,6787,7024,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.51%,246,1,8025
19_e0a7e0e0-43b4-4f69-bd90-201a6cf9cd5e,83,6950,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,70.97%,6955,1,8025
19_e0b60a8b-b3c8-4721-b315-ca4e8d1efaeb,13865,13669,LmxM.24_left_10kb - bases 201 - 10000,2.01%,197,1,13916
19_e0f04aa3-7df0-42db-828f-e4a885265173,66774,66843,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.71%,91,22,67691
19_e1e18e83-1535-46e5-a7f5-0972d96ddc60,509,419,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,5944
19_e1e18e83-1535-46e5-a7f5-0972d96ddc60,509,311,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,5944
19_e1e18e83-1535-46e5-a7f5-0972d96ddc60,509,344,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,5944
19_e2b7ab00-fee8-4b9e-96a0-7333d11cd84c,88,4812,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,48.83%,4785,1,21093
19_e3a2cc4e-5969-4e32-a815-e87f4e11a7c0,58558,58769,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.27%,234,13,67799
19_e3b4be25-3e67-42cc-8ec0-11bed5066b57,13479,13670,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.96%,193,2,13913
19_e3b4be25-3e67-42cc-8ec0-11bed5066b57,13486,13668,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.90%,186,1,13913
19_e3b44d52-4dc3-4722-93e7-6c8ae8d302ca,30044,30206,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.73%,173,4,31476
19_e3b44d52-4dc3-4722-93e7-6c8ae8d302ca,30126,30282,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,1.57%,156,3,31476
19_e3bec52b-88b4-4828-b91a-c969d63a04a6,3948,13593,LmxM.13_left_10kb - bases 201 - 10000,100.00%,9800,1,13982
19_e3f43901-8e9d-4b64-bbc6-210895fbe3ba,76,4378,LmxM.33_left_10kb - bases 201 - 10000,44.11%,4323,1,4739
19_e3f43901-8e9d-4b64-bbc6-210895fbe3ba,3788,3456,LmxM.33_left_10kb - bases 201 - 10000,3.40%,4343,4011,4739
19_e3f43901-8e9d-4b64-bbc6-210895fbe3ba,85,391,LmxM.33_left_10kb - bases 201 - 10000,3.12%,8898,8593,4739
19_e3f43901-8e9d-4b64-bbc6-210895fbe3ba,390,76,LmxM.33_left_10kb - bases 201 - 10000,3.20%,930,617,4739
19_e3f43901-8e9d-4b64-bbc6-210895fbe3ba,3759,3467,LmxM.33_left_10kb - bases 201 - 10000,2.99%,8898,8606,4739
19_e4bcd002-3689-41aa-87ca-12c061833d95,263,353,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,2920
19_e4bcd002-3689-41aa-87ca-12c061833d95,263,461,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,2920
19_e5b17f19-5687-437a-8e54-a5fc810b3d1e,68,6068,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,61.76%,6052,1,6459
19_e5b53dc3-94ae-4221-9d6b-735384d87781,13685,4264,LmxM.28_left_10kb - bases 201 - 10000,99.99%,9799,1,26401
19_e5b479f4-7035-4c7e-aebf-1140c0d9ccc0,79,6940,LmxM.19_left_10kb - bases 201 - 10000,70.49%,6908,1,7241
19_e5b479f4-7035-4c7e-aebf-1140c0d9ccc0,634,2005,LmxM.19_left_10kb - bases 201 - 10000,14.09%,7197,5817,7241
19_e5b479f4-7035-4c7e-aebf-1140c0d9ccc0,79,1155,LmxM.19_left_10kb - bases 201 - 10000,11.12%,6052,4963,7241
19_e5b479f4-7035-4c7e-aebf-1140c0d9ccc0,1482,2005,LmxM.19_left_10kb - bases 201 - 10000,5.35%,7197,6674,7241
19_e5b479f4-7035-4c7e-aebf-1140c0d9ccc0,79,306,LmxM.19_left_10kb - bases 201 - 10000,2.39%,5196,4963,7241
19_e05f4750-f91c-4424-b81d-450c9cad3ff2,76,9574,LmxM.12_left_10kb - bases 201 - 10000,97.81%,9585,1,16309
19_e06a3d7d-581a-4358-a7a4-8458916f4166,419,329,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,27361
19_e6a4cc04-e3dc-4db1-9e15-3450d19146d3,454,670,LmxM.27_left_10kb - bases 201 - 10000,2.19%,215,1,2038
19_e6a15bb9-db85-4686-b965-b47a8361d373,18411,18501,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,19476
19_e6a15bb9-db85-4686-b965-b47a8361d373,18411,18607,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,19476
19_e6c127fc-2bfb-4df6-b11f-f424491d7636,39021,39218,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,2.02%,199,2,39664
19_e6c127fc-2bfb-4df6-b11f-f424491d7636,39059,39291,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,39664
19_e6c127fc-2bfb-4df6-b11f-f424491d7636,39047,39216,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,39664
19_e6e78a68-ab19-4b63-8a20-a25f057e73ac,4195,493,LmxM.24_left_10kb - bases 201 - 10000,37.91%,3715,1,4241
19_e8ba18d5-fd03-42dd-893c-4f05460adb52,1224,10891,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,15686
19_e8ba18d5-fd03-42dd-893c-4f05460adb52,2185,4257,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,21.48%,9707,7603,15686
19_e8ba18d5-fd03-42dd-893c-4f05460adb52,1316,3396,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,21.46%,8827,6725,15686
19_e8ba18d5-fd03-42dd-893c-4f05460adb52,3050,4257,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,12.52%,9707,8481,15686
19_e8ba18d5-fd03-42dd-893c-4f05460adb52,1316,2524,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,12.50%,7949,6725,15686
19_e8ba18d5-fd03-42dd-893c-4f05460adb52,1316,1660,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.54%,7071,6725,15686
19_e8ba18d5-fd03-42dd-893c-4f05460adb52,3917,4257,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.54%,9707,9361,15686
19_e9a6033a-2bf5-4baf-8afb-468f852cf2e0,1420,1241,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,26283
19_e9a6033a-2bf5-4baf-8afb-468f852cf2e0,1400,1168,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,26283
19_e9c72947-72b0-4302-b4ab-17f2c0c404f9,1300,11030,LmxM.27_left_10kb - bases 201 - 10000,100.00%,9800,1,14190
19_e9c72947-72b0-4302-b4ab-17f2c0c404f9,10830,10997,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.72%,173,5,14190
19_e9e63650-0463-4a3f-a395-a6f0d7349dc7,19270,19656,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,3.89%,7740,7360,28407
19_e9e63650-0463-4a3f-a395-a6f0d7349dc7,15046,24795,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,28407
19_e9e63650-0463-4a3f-a395-a6f0d7349dc7,16014,18106,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,21.48%,9707,7603,28407
19_e9e63650-0463-4a3f-a395-a6f0d7349dc7,15135,17229,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,21.46%,8827,6725,28407
